400.000000	24.000000
399.600000	21.213203
399.200400	18.000000
398.801200	19.026298
398.402398	14.560220
398.003996	10.000000
397.605992	10.000000
397.208386	7.211103
396.811178	7.211103
396.414366	7.211103
396.017952	2.000000
395.621934	2.000000
395.226312	2.000000
394.831086	7.071068
394.436255	7.071068
394.041819	5.099020
393.647777	5.099020
393.254129	6.324555
392.860875	5.099020
392.468014	5.099020
392.075546	5.099020
391.683470	5.099020
391.291787	5.830952
390.900495	8.944272
390.509595	4.000000
390.119085	4.000000
389.728966	6.324555
389.339237	6.324555
388.949898	6.324555
388.560948	6.324555
388.172387	4.000000
387.784215	7.615773
387.396430	7.615773
387.009034	7.615773
386.622025	7.071068
386.235403	8.602325
385.849167	8.602325
385.463318	8.602325
385.077855	8.602325
384.692777	8.602325
384.308084	8.602325
383.923776	12.083046
383.539852	12.083046
383.156313	12.083046
382.773156	12.083046
382.390383	5.099020
382.007993	12.083046
381.625985	11.313708
381.244359	11.313708
380.863114	10.000000
380.482251	9.486833
380.101769	10.770330
379.721667	10.770330
379.341946	10.770330
378.962604	8.944272
378.583641	8.944272
378.205057	8.944272
377.826852	5.656854
377.449025	5.656854
377.071576	5.656854
376.694505	12.000000
376.317810	13.928388
375.941493	7.071068
375.565551	7.071068
375.189986	7.071068
374.814796	7.071068
374.439981	5.656854
374.065541	5.656854
373.691475	5.656854
373.317784	5.656854
372.944466	5.656854
372.571522	5.656854
372.198950	6.324555
371.826751	6.324555
371.454924	6.324555
371.083469	7.615773
370.712386	7.615773
370.341674	11.401754
369.971332	11.401754
369.601360	11.401754
369.231759	13.038405
368.862527	10.198039
368.493665	10.198039
368.125171	4.472136
367.757046	8.246211
367.389289	8.246211
367.021900	10.770330
366.654878	9.055385
366.288223	9.055385
365.921935	9.055385
365.556013	9.055385
365.190457	9.055385
364.825266	9.055385
364.460441	9.055385
364.095981	9.055385
363.731885	7.071068
363.368153	7.071068
363.004785	7.071068
362.641780	5.099020
362.279138	3.162278
361.916859	3.162278
361.554942	2.828427
361.193387	2.828427
360.832194	2.828427
360.471361	6.324555
360.110890	6.324555
359.750779	6.324555
359.391028	6.324555
359.031637	6.324555
358.672606	9.055385
358.313933	9.055385
357.955619	9.055385
357.597664	5.099020
357.240066	13.038405
356.882826	13.038405
356.525943	12.083046
356.169417	12.083046
355.813248	11.401754
355.457434	11.401754
355.101977	11.401754
354.746875	11.401754
354.392128	10.770330
354.037736	8.246211
353.683698	7.615773
353.330015	7.615773
352.976685	7.615773
352.623708	7.615773
352.271084	7.615773
351.918813	7.615773
351.566894	9.055385
351.215327	9.055385
350.864112	14.212670
350.513248	14.000000
350.162735	15.231546
349.812572	15.231546
349.462759	13.416408
349.113297	12.806248
348.764183	12.806248
348.415419	12.806248
348.067004	10.770330
347.718937	13.038405
347.371218	8.602325
347.023847	8.602325
346.676823	11.401754
346.330146	10.295630
345.983816	10.295630
345.637832	6.324555
345.292194	13.038405
344.946902	8.944272
344.601955	14.422205
344.257353	8.246211
343.913096	8.246211
343.569183	8.246211
343.225613	7.211103
342.882388	14.142136
342.539505	11.661904
342.196966	8.944272
341.854769	8.944272
341.512914	12.000000
341.171401	12.000000
340.830230	14.422205
340.489400	9.486833
340.148910	11.401754
339.808761	11.401754
339.468953	5.830952
339.129484	4.472136
338.790354	7.211103
338.451564	10.000000
338.113112	7.211103
337.774999	8.246211
337.437224	8.246211
337.099787	11.045361
336.762687	11.045361
336.425924	4.242641
336.089498	4.242641
335.753409	4.242641
335.417656	4.242641
335.082238	4.242641
334.747156	4.472136
334.412409	4.472136
334.077996	7.211103
333.743918	6.000000
333.410174	6.000000
333.076764	9.486833
332.743687	8.602325
332.410944	8.602325
332.078533	8.602325
331.746454	9.899495
331.414708	9.899495
331.083293	9.899495
330.752210	11.401754
330.421457	11.401754
330.091036	11.401754
329.760945	11.401754
329.431184	9.055385
329.101753	11.401754
328.772651	11.313708
328.443878	11.313708
328.115435	11.313708
327.787319	14.560220
327.459532	14.560220
327.132072	14.560220
326.804940	14.560220
326.478135	16.000000
326.151657	16.000000
325.825505	14.560220
325.499680	14.142136
325.174180	14.142136
324.849006	4.472136
324.524157	4.472136
324.199633	13.928388
323.875433	7.071068
323.551558	7.071068
323.228006	9.055385
322.904778	8.000000
322.581874	8.000000
322.259292	8.000000
321.937032	8.000000
321.615095	8.000000
321.293480	10.000000
320.972187	10.000000
320.651215	10.000000
320.330563	10.000000
320.010233	10.000000
319.690223	8.000000
319.370532	6.000000
319.051162	6.000000
318.732111	6.000000
318.413379	6.000000
318.094965	6.000000
317.776870	4.000000
317.459093	4.000000
317.141634	4.000000
316.824493	4.000000
316.507668	4.000000
316.191160	4.000000
315.874969	4.000000
315.559094	4.000000
315.243535	4.000000
314.928292	4.000000
314.613363	4.000000
314.298750	4.000000
313.984451	4.000000
313.670467	8.000000
313.356796	6.000000
313.043440	11.661904
312.730396	11.661904
312.417666	11.661904
312.105248	12.806248
311.793143	12.806248
311.481350	12.806248
311.169868	12.806248
310.858698	12.806248
310.547840	12.806248
310.237292	7.211103
309.927055	13.038405
309.617128	13.038405
309.307510	12.083046
308.998203	13.341664
308.689205	13.341664
308.380515	11.401754
308.072135	13.341664
307.764063	13.341664
307.456299	13.341664
307.148842	13.341664
306.841694	11.313708
306.534852	5.656854
306.228317	5.656854
305.922089	5.656854
305.616167	12.649111
305.310551	12.649111
305.005240	11.401754
304.700235	11.401754
304.395535	10.000000
304.091139	12.806248
303.787048	12.806248
303.483261	12.806248
303.179778	12.806248
302.876598	11.401754
302.573721	12.165525
302.271147	13.038405
301.968876	12.000000
301.666907	8.944272
301.365240	10.198039
301.063875	10.198039
300.762811	11.045361
300.462049	5.099020
300.161587	3.162278
299.861425	3.162278
299.561564	3.162278
299.262002	6.324555
298.962740	6.324555
298.663777	9.055385
298.365113	11.401754
298.066748	10.295630
297.768682	10.295630
297.470913	10.295630
297.173442	10.295630
296.876269	14.422205
296.579392	14.212670
296.282813	14.212670
295.986530	14.212670
295.690544	14.212670
295.394853	14.212670
295.099458	10.295630
294.804359	5.830952
294.509554	5.830952
294.215045	11.401754
293.920830	12.165525
293.626909	11.401754
293.333282	11.401754
